timestamp,rainfall_mm_per_hr,river_level_m,soil_moisture_pct,temperature_c,humidity_pct,wind_speed_kmh,elevation_m,distance_to_river_m,previous_day_rainfall_mm,catchment_area_rainfall_mm,flood_risk_class,water_level_24h_m
2018-01-01 00:00:00,0.9385361799537182,2.2713598412484894,48.023061385002386,22.48845853051687,77.44989021434807,2.3092709818974155,319.07228418608696,3086.023891836563,0.0,0.0,3,1.5453923654305906
2018-01-01 01:00:00,6.020242861835042,2.6304604671875964,44.96840721735524,31.1361370379408,41.99327971391625,1.5188432397005014,229.64622676709655,290.62699203917776,0.9385361799537182,4.249160948959402,3,2.159971132056865
2018-01-01 02:00:00,2.6334913870908987,4.345463269409811,33.211543437714504,24.693337322971658,52.5315801340426,15.104798768591602,482.2492624319704,3100.0756702959993,3.4793895208943804,1.8253800317482691,3,3.620461911203724
2018-01-01 03:00:00,1.8258851075519065,2.0300197372695146,65.54500025761159,7.915590408912873,73.11324139575818,24.152908062318872,109.48922549211909,539.3761731441697,3.19742347629322,1.2906244817070127,3,2.157809169910752
2018-01-01 04:00:00,0.33924974092469257,4.4134235816547704,55.74681203814717,11.49530828742444,61.3358073940912,12.5680327238681,293.9282079994703,3580.6867687418617,2.8545388841078916,0.07238812999517186,3,3.288732116629238
2018-01-01 05:00:00,0.33919258382921036,0.8966049393951117,84.92757442430027,12.67648644108217,78.00711751126809,1.2878806484826284,350.1050074951113,2011.3804682465598,2.3514810554712517,-0.37356054991290877,2,0.6927626861346794
2018-01-01 06:00:00,0.11967753721736135,3.995592967438838,22.40821853615437,14.02524887756957,92.47851357948588,5.530466401936404,412.7822446726908,4204.712808685741,2.0160996435309113,-0.6457790299294788,3,3.2165910385248924
2018-01-01 07:00:00,4.022461728959879,4.313964348746314,68.29009456663448,24.78911871826765,37.57553470148784,6.1198226603942665,203.48551521400356,4718.39330179914,1.7451821997718329,2.9199907163758727,3,3.51866373737172
2018-01-01 08:00:00,1.838164307254529,1.3181794377680243,77.22116588836708,22.638802293888773,76.12190156587396,8.44642822842375,343.46095382874074,2143.840673181484,2.029842140920339,-0.17494464123229148,3,1.301253338223738
2018-01-01 09:00:00,2.4625001234091806,2.436559395674902,76.96149268912303,12.110601342747312,44.97237011608745,1.0900845896553157,151.6007356921414,2356.7209478213563,2.00854460384636,0.012403804916802263,3,1.3580009427655018
